,result_1,result_100,result_1000,result_10000,result_100000,result_2000,result_21097,result_30,result_4,result_42195,result_500,result_5000,result_60,result_6000,age,height,weight,weight_class,gender
20120,228.0,,,,,,,,,,,,,,15,,,H,M
20121,,,,,,,,,,,,,,,15,154.9,55.8,L,M
20122,,,,,,415.9,,,,,,1080.7,,,46,182.9,78.0,H,M
20123,324.0,,,,,,,,,,,,,,51,185.4,82.1,H,M
20124,,,,,,,,6667.0,,,,,,,56,,,H,M
20125,,,,,,,,,,,,1508.0,,,38,,,H,M
20126,,,,,,,,7050.0,,,,,,,51,172.7,83.0,H,F
20127,,,,,,,,6548.0,,,,,,,51,,,H,F
20128,,,,2566.7,,,5745.1,6766.0,,12126.1,,1247.9,13730.0,,57,185.4,105.2,H,M
20129,,,,,,,,7100.0,,,,,,,45,,,L,M
20130,,,,2965.4,,,,,,,,,,,48,188.0,,H,M
20131,,,,,,,,,,,,1322.5,,,37,,,H,M
20132,,,230.2,,,470.4,,,,,,,,,39,177.8,76.2,H,F
20133,,,,,,,,7530.0,,,,,,,54,172.7,,H,M
20134,,15.9,,,,,,,,,,,,,29,,,H,M
20135,,,,,,466.0,,,,,,,,,17,188.0,79.4,H,F
20136,312.0,17.9,,2447.9,,432.0,,7458.0,,,,1179.0,14210.0,,44,177.8,77.1,H,M
20137,,17.6,,,,,,,1087.0,,94.9,,,,32,,,H,F
20138,,,,,,486.2,,,,,,,,,50,177.8,79.4,H,M
20139,317.0,,223.2,2612.9,,477.7,5541.5,7224.0,,,102.2,1257.6,,1505.3,60,185.4,93.9,H,M
20140,,,,2727.2,,466.1,,6923.0,,,,,,,37,,,L,M
20141,,,,,,,,7027.0,,,,,,,51,172.7,99.8,H,M
20142,,,,2376.1,,442.1,5340.4,7720.0,,,,1132.7,,,33,180.3,90.7,H,M
20143,,,,,,,,,,,92.3,,,,38,,,L,M
20144,,,,,,,,,,,,1176.7,,,17,,,L,M
20145,,,,,,,,,,,,1137.3,,1383.0,46,,,H,M
20146,306.0,18.0,220.0,2473.3,31749.9,457.3,5443.0,7325.0,1090.0,12019.6,102.5,1212.1,,1480.2,40,,,H,F
20147,,,,,,,,,,,,1510.9,,,66,,,L,M
20148,,,,,,,,,,,,1349.4,,,16,170.2,59.0,L,F
20149,,,,2393.5,,,5866.0,,,,,,,,44,,,H,M
20150,,,,2334.4,,405.1,,8105.0,,,,1083.1,,,34,190.5,79.8,H,M
20151,,,206.8,,,,,,,,,,,,42,185.4,70.3,L,M
20152,,16.6,197.2,2358.9,,416.6,,7780.0,,,95.9,1113.0,,,47,190.5,78.0,H,M
20153,,,,2246.2,,412.3,,7509.0,,,,1096.7,,,40,188.0,78.9,H,M
20154,,,234.6,,,,,7065.0,1012.0,,107.3,1266.6,,1514.7,48,172.7,65.8,H,F
20155,,,,,,,,7276.0,,,,,,,38,,,H,M
20156,,,,,,,,7500.0,,,,,,,36,,,L,M
20157,327.0,,214.2,2425.9,,512.1,5300.0,,,12191.1,,1242.4,14569.0,1415.2,44,177.8,108.0,H,M
20158,,,241.6,,,,,,,,,,,,49,182.9,78.0,H,M
20159,292.0,,282.4,,,,,,846.0,,,,,,36,182.9,87.1,H,M
20160,316.0,,,,,446.2,,,,,,,,,57,200.7,91.2,H,M
20161,,,,2671.5,,,5755.0,6621.0,,,,,,1558.6,34,167.6,97.1,H,M
20162,,,,,,437.9,,7601.0,,,,,,,37,175.3,70.3,L,M
20163,,,,,,,,6014.0,,,112.9,,,,36,165.1,62.6,H,F
20164,,,,2725.5,,,6709.9,,,,117.9,,,,44,188.0,72.1,H,F
20165,,,,,,,,7003.0,,,,,,,45,188.0,103.0,H,M
20166,349.0,,,,,,,,,,,,,,40,182.9,91.2,H,M
20167,,,,,,,,7938.0,,,,1108.2,,,44,,,H,M
20168,,,226.0,,,465.8,,,,,,,,,42,175.3,84.8,H,M
20169,,,218.6,,,,,,,,,1169.1,,,42,175.3,79.4,H,M
20170,,,,,,,,7011.0,,,,,,,48,190.5,88.0,H,M
20171,,,,,,,,6359.0,,,,,,,54,175.3,79.8,H,M
20172,,,,,,,,,,,,,,,45,160.0,62.1,H,F
20173,,,,2553.5,,475.7,,7469.0,1012.0,,,1213.9,,,60,180.3,85.3,H,M
20174,,,,,,,,7036.0,,,,,,,43,,,L,M
20175,,,,2690.4,,476.6,5985.1,6695.0,,,106.5,1377.8,12960.0,1622.5,36,172.7,63.5,H,F
20176,,,,,,,,,1200.0,,88.4,,,,49,188.0,99.8,H,M
20177,,,,,,,,7176.0,,,,1264.9,,,52,182.9,112.0,H,M
20178,,17.6,,2475.6,,,,7526.0,,,,1196.0,,,56,185.4,79.8,H,M
20179,365.0,16.3,187.8,2422.6,,400.3,5107.0,6292.0,1258.0,11110.3,86.1,1100.5,14833.0,,38,177.8,99.8,H,M
20180,,,,2910.0,,,,,,,,,,,35,165.1,67.1,H,F
20181,,,,2356.6,,,5109.1,,,,,,,,45,,,H,M
20182,,,,2623.4,,,,7134.0,,,,1260.9,,,42,,,H,M
20183,,,,2048.5,,,,,,,,998.5,,1202.1,39,190.5,98.0,H,M
20184,,,,,,,,7559.0,,,,,,,60,185.4,86.2,H,M
20185,274.0,,,,,,,,,,,,,,17,,,L,M
20186,,,,2717.3,,,,,,,,,,,55,,,H,M
20187,,,,3252.5,,,,5380.0,,,,1521.4,,,40,162.6,,H,F
20188,,17.5,,2334.4,,,5297.6,8320.0,,,92.9,,,1362.6,52,198.1,117.9,H,M
20189,,,,,,,,,,,,1061.9,,,36,,,H,M
20190,,,188.2,,,,,,,,,,,,39,,,H,M
20191,,,,2233.5,,416.4,5072.3,7549.0,,10793.8,,,,,29,188.0,83.0,H,M
20192,,,,,,,,,1053.0,,,,,,64,,,H,M
20193,197.0,,341.3,,,699.9,,,,,165.5,,,,63,167.6,90.3,H,F
20194,,18.1,,3181.9,,,,,,,,,,,28,,113.4,H,M
20195,,,,,,464.0,,7166.0,,,,1195.7,,,58,188.0,96.2,H,M
20196,230.0,22.8,276.2,,,,,,,,125.5,,,,14,170.2,73.9,H,F
20197,335.0,,,2438.1,,,,8073.0,1137.0,,,1212.0,,,27,195.6,115.2,H,M
20198,,,,,,419.6,,,,,,1119.7,,,53,,,H,M
20199,279.0,,237.4,,,,,6572.0,,,,,,,48,172.7,,H,F
20200,353.0,,,,,,,8249.0,,,,1101.2,,,46,193.0,111.1,H,M
20201,,,,,,,,,,,126.0,,,,45,162.6,81.6,H,F
20202,285.0,,,,,543.0,,5801.0,,,,,,,57,188.0,104.3,H,M
20204,,18.1,233.1,2768.6,,476.1,,6638.0,,,100.3,1254.6,,,65,185.4,93.0,H,M
20205,,,,,,,,,,,101.3,,,,58,175.3,72.1,H,M
20206,,,,,,,5637.9,,,,,,,,53,,,H,M
20207,301.0,,,,,,,5781.0,,,,,,,36,177.8,89.8,H,M
20208,,,,,,395.8,,,,,,,,,41,188.0,86.2,H,M
20209,,,,,,508.9,,,,,,,,,43,185.4,,H,M
20210,,,,,,,,7128.0,,,,,,,39,175.3,71.2,L,M
20211,278.0,21.7,234.4,2914.1,,476.3,,6946.0,954.0,,115.8,1258.8,,1642.8,61,175.3,83.0,H,M
20212,341.0,,,2252.4,,424.6,5020.2,8014.0,,,,1096.4,15724.0,,54,188.0,93.9,H,M
20213,,,,,,,,6450.0,,,,,,,55,185.4,123.8,H,M
20214,276.0,,,,,,,,,12804.8,,,,,36,172.7,89.8,L,M
20215,,,,,,,,,,11623.4,,,,,32,,,H,M
20216,291.0,18.3,246.4,,,,,,,,,1357.5,,,58,182.9,102.1,H,M
20217,,,,,,,,,,,,,,,74,182.9,65.8,L,M
20218,308.0,,,,,,,,,,,,,,64,180.3,90.7,H,M
20219,,,255.2,,,556.2,6682.8,5378.0,,,,,,,36,,,L,F
20220,,,,,,,,,,,,1391.1,11428.0,,33,,,L,M
20221,,,,2627.6,,463.6,6045.0,6735.0,,,,1325.1,13138.0,,47,190.5,81.6,H,M
20222,,,,,,,,7242.0,,,,,,,62,185.4,82.1,H,M
20223,,,,,,,,8011.0,,,,,,,19,,64.9,L,M
20224,,,,,,403.3,,,,,,,,,17,185.4,78.9,H,M
20225,,,,,,,,,,,,1386.4,,1807.3,49,160.0,63.5,L,M
20226,,,,,,,,7100.0,,,,,,,31,,,L,M
20227,,,,,,,5633.2,,,,,,,,41,,,H,M
20228,,,,,,,,7215.0,,,,,,,42,177.8,89.8,H,M
20229,,,,,,,,5592.0,,,,,,,62,190.5,113.4,H,M
20230,,,,2614.2,,,,7187.0,,,,,13647.0,,35,172.7,73.9,H,M
20231,,,,,,,,6962.0,,,,,,,44,160.0,,H,F
20233,,,,2381.8,,449.0,5204.3,7689.0,,,,1158.9,14822.0,,54,188.0,86.2,H,M
20234,,,,,,,,6985.0,,,,1217.0,,,49,188.0,115.2,H,M
20235,,,,,,425.0,,,,,,,,,49,182.9,89.8,H,M
20236,,,236.4,,,,,,,,,,,,55,177.8,86.2,H,M
20237,368.0,15.0,,2187.9,,399.0,4758.6,8191.0,1253.0,,82.9,1067.8,15892.0,1297.6,30,,,H,M
20238,,,,2603.4,,,,,,,,,,,33,,,H,M
20239,,,,,,,,,,,,1168.3,,,34,,,H,M
20240,,,,,,386.7,,,,,,,,,18,190.5,84.8,H,M
20241,,,,,,,,5695.0,,,,1627.2,,,49,,,H,M
20242,,,251.8,,,516.7,,,,,122.0,,,,40,175.3,84.8,H,M
20243,,,,,,,5923.3,,,12351.8,,,,,72,182.9,114.3,H,M
20244,,,,,,,,5360.0,,,,,,,47,,,H,M
20245,316.0,,225.9,2375.6,35478.0,438.3,5287.5,7591.0,,11395.9,97.9,1160.8,14710.0,1401.9,42,172.7,74.4,L,M
20246,,,,,,,,,,,116.0,,,,39,165.1,63.0,L,F
20247,,,,2716.0,,504.1,6065.7,6826.0,,,113.0,1411.5,13123.0,1594.3,36,,,H,F
20248,251.0,,,,,,,,762.0,,148.0,,,,71,167.6,77.1,H,M
20249,,,,,,,,,,,,,,1281.5,17,180.3,70.3,L,M
20250,,,,,,,,7406.0,,,,,,,36,185.4,79.4,H,M
20252,,,,,,,,,,,,1124.6,,,27,,,H,M
20253,,,,,,506.4,,,,,,1390.6,,,45,177.8,86.2,H,M
20254,,,,,,,,6274.0,,,,,,,56,,,H,M
20255,383.0,14.0,185.9,2199.7,,403.6,4782.7,8237.0,1236.0,,83.7,1073.1,16087.0,,38,185.4,101.2,H,M
20256,,,,,,,,,,,95.8,1157.5,,,36,182.9,73.0,L,M
20257,320.0,16.8,218.1,2616.4,,464.4,5616.4,7005.0,,,102.6,1248.6,,1562.1,51,180.3,91.2,H,M
20258,318.0,,,2650.7,,,5674.9,,,11692.9,,,,,45,,,H,M
20259,,,,,,,,5214.0,,,,,,,48,,,H,M
20260,,,,,,391.8,4752.1,8411.0,,9925.0,,1042.1,16053.0,1274.7,37,188.0,108.0,H,M
20261,,,274.0,,,,,,,,98.0,,,,40,190.5,88.0,H,M
20262,,,,,,,,6187.0,,,,,,,49,177.8,73.0,H,M
20263,,,,,,,,,,,,,,,38,,,L,F
20264,,,,2342.5,,431.4,,7714.0,,,,1094.7,14512.0,1347.6,54,203.2,98.0,H,M
20265,,,,,,,,6082.0,,,,,,,58,165.1,65.8,H,F
20266,,,221.1,2615.7,,469.8,5698.3,,,11886.2,,,,,40,172.7,71.7,L,M
20267,,,,,,,,6807.0,,,,,,,59,188.0,77.1,H,M
20268,,,,,,,,,,,130.8,,,,44,185.4,113.4,H,M
20269,,,,,,480.0,,,,,,,,,42,193.0,95.3,H,M
20270,,,223.9,,,457.0,5694.9,,,,,1209.4,,,64,172.7,83.9,H,M
20271,328.0,,206.8,2344.0,,437.2,5362.7,7518.0,,,,1119.4,,1376.5,45,188.0,99.8,H,M
20272,,,,2368.3,,,,7808.0,,,,1119.2,,,38,200.7,104.8,H,M
20273,,,,,,,,,,,,,,,47,,,H,M
20274,,,198.4,2592.7,,417.0,,7270.0,,,,1193.3,,,49,180.3,105.7,H,M
20275,,,,,,432.3,,,,,,,,,57,170.2,77.1,H,M
20276,,,214.8,2256.2,,,,,,10221.2,,,15529.0,1378.7,45,175.3,92.1,H,M
20277,,,,,,,,5404.0,,,,,,,32,152.4,47.6,L,F
20278,,15.5,,2183.5,,380.3,4917.9,8186.0,,10860.6,,1035.9,16163.0,,41,188.0,,H,M
20279,327.0,,,,,419.9,,7784.0,1135.0,,96.7,1126.5,,,36,185.4,78.9,H,M
20280,,,,,,,,5764.0,,,,,,,35,177.8,90.3,H,M
20281,,,,2604.9,,,,,,,,,,,46,,,H,M
20282,329.0,16.5,,,,,,,,,,,,,33,185.4,102.1,H,M
20283,,,,,,,,7906.0,,,,1105.1,,,34,,,H,M
20284,,,,,,,,6894.0,,,,,,,41,175.3,62.6,H,F
20285,306.0,,,,,,,,,,,,,,37,167.6,60.8,L,F
20286,,,,,,,,6431.0,,,,,,,37,182.9,110.2,H,M
20287,,,,,,,5661.0,7019.0,,,,,,,42,,,H,M
20288,,,,,,456.7,,6907.0,,,,,,,54,,,H,M
20289,357.0,,,,,,,,1225.0,,88.4,,,,51,190.5,106.1,H,M
20290,,,,,,540.3,,,,,,,,,30,,,L,M
20291,262.0,,298.3,,,,6663.2,,,,,1474.4,,,42,167.6,52.2,H,F
20292,,,,,,,,6907.0,,,,,,,41,,,H,M
20293,,,,,,,,7829.0,,,,,,,42,185.4,83.9,H,M
20294,,,242.4,2483.9,,472.1,,7353.0,1024.0,,97.3,1229.8,,,37,177.8,96.2,H,M
20295,,,,,,,,6586.0,,,,,,,40,198.1,97.1,H,M
20296,,,,2419.8,,433.6,5290.6,,,,,,,,42,188.0,94.8,H,M
20297,,,,,,,,,,,,,,,46,175.3,60.8,L,F
20298,283.0,,,2787.8,,,,6240.0,879.0,,,1457.1,,1669.5,56,175.3,82.6,H,M
20299,,,,2998.3,,,,6465.0,,,,,,,40,,,H,M
20300,,,224.9,,,,,,,,,,,,63,190.5,90.3,H,M
20301,,,,2325.0,,,,7834.0,,,,1119.4,15198.0,,49,,,L,M
20302,,,,,,520.4,,,,,113.4,1415.8,,,57,167.6,64.9,L,M
20303,322.0,,,,,449.6,,,,,,1148.6,,,53,175.3,73.9,L,M
20304,290.0,,214.9,,,452.5,,7286.0,,11808.1,110.2,,,,40,,,L,M
20305,318.0,17.8,,,,,,,,,,,,,63,,,H,M
20306,,,,,,,5273.7,7525.0,,11740.2,,,14657.0,,40,188.0,68.9,L,M
20307,,15.8,,2311.4,,394.1,,7649.0,,13158.4,88.9,1077.6,,,37,193.0,,H,M
20308,366.0,,,,,,,,,,,,,,46,,,H,M
20309,,15.5,187.7,,,411.4,5207.8,7782.0,,,82.1,1108.0,15224.0,1352.8,37,185.4,85.3,H,M
20310,178.0,,,,,,,,,,,1789.2,,,49,177.8,64.0,L,M
20311,,,,,,,,,,,,,,,60,,,H,F
20312,,,,,,419.1,,7805.0,,,,1127.7,,,29,185.4,89.8,H,M
20313,,,215.0,,,,,7442.0,,,,,,,59,188.0,86.2,H,M
20314,,,218.8,2519.8,,,,7138.0,,,,1335.0,,,58,188.0,87.1,H,M
20315,,,,2519.2,,440.9,,,,,,,,1372.4,21,175.3,66.7,H,F
20316,,,,,,,,,,,,1231.4,,,36,175.3,64.9,L,M
20317,,,,,,,,6569.0,834.0,,,,,,58,182.9,113.9,H,M
20318,,,,,,,,6725.0,,,,,,,59,,,H,M
20319,,18.0,205.7,2568.4,,451.8,5617.6,,,,90.4,,,,33,182.9,90.7,H,M
20320,,,,,,420.1,,,,,,,,,39,172.7,81.2,L,M
20321,,,,,,,,,,,85.7,,,,20,,,H,M
20322,,,,,,,,,1083.0,,93.3,,,,42,177.8,83.9,H,M
20323,,,,2426.0,,388.3,,7913.0,1175.0,11004.2,96.2,1063.0,15875.0,1259.4,18,188.0,83.0,L,M
20324,,,,,,385.8,,,,,,,,,22,,74.8,L,M
20325,,,,,,,,,,,,1133.0,,,34,,,L,M
20326,,,,,,,,6205.0,,,,,,,66,182.9,90.7,H,M
20327,,,,,,454.6,5488.2,,,,,,,,55,190.5,78.9,H,M
20328,,,,,,391.0,,,,,,,,,18,,,L,M
20329,,,,,,464.4,,,,,,,,,43,182.9,106.1,H,M
20330,,,,,,,,,,,,1645.8,,1740.2,39,,,H,M
20331,,16.4,,2256.0,,402.4,4991.6,8075.0,,,,1099.6,15200.0,1335.4,45,182.9,103.0,H,M
20332,,,,2496.3,,,,,,,,,,,34,,,L,M
20333,,,,,,,,7309.0,,,,,,,50,182.9,77.1,H,M
20334,314.0,,224.9,2496.2,,,5344.9,7244.0,,,,1195.1,14163.0,1459.8,55,170.2,97.5,H,M
20335,277.0,,,,,,,,,,,,,,60,177.8,88.9,H,M
20336,,,,2592.3,,415.1,,6948.0,,,84.5,,,,39,188.0,86.2,H,M
20337,,,,2855.3,,,,,,,,,,,29,,,H,M
20338,,,,3049.9,,533.1,7247.2,6112.0,,,,1399.2,,1981.0,40,,,H,M
20339,353.0,,,2221.8,,391.5,4892.0,8121.0,1254.0,,84.6,1056.4,,1297.9,24,188.0,93.0,H,M
20340,,16.1,,,,439.8,,,,,,1189.2,14459.0,,50,175.3,68.5,L,M
20341,,,,,,,,,,,,,,1468.0,51,188.0,108.0,H,M
20342,,,,,,,,5500.0,,,,,,,60,,,L,F
20343,,,,,,,,7851.0,,,,,,,24,,,H,M
20344,,,,,,,,,,,,1253.5,,,43,,,H,M
20345,236.0,,,,,,,,,,,,,,41,,,H,F
20346,,,,3301.8,,,6812.9,,,,,1644.1,,,38,167.6,90.7,H,M
20347,,,,,,,,,,,,1584.3,,,36,182.9,97.1,H,M
20348,,,,,,,,6422.0,,,,,,,44,180.3,121.1,H,M
20349,,,,,,469.8,,,,,,,,,62,182.9,76.2,H,M
20350,,,,,,,,,,,,1335.9,,,55,162.6,52.2,L,F
20351,,,,,,,,,,,,,,1650.0,17,,,H,F
20352,,,,2725.8,,,,,,,,1175.8,,,39,180.3,78.9,H,M
20353,312.0,,,,,460.0,,,,,,,,,37,188.0,73.5,L,M
20354,,,,,,,,7065.0,,,,,,,41,,,H,M
20355,,,,2559.2,,,5566.8,,,,,1261.3,,,40,180.3,78.9,H,M
20356,,,,,,,,,,,,1204.4,,,49,177.8,97.1,H,M
20357,,,,2556.1,,,,7264.0,,,,,,1487.2,47,,,H,M
20358,,,,,,,,,842.0,,,,,,45,,,H,M
20359,,,,2573.7,,484.3,,,,,,1259.5,,,37,198.1,94.8,H,M
20360,330.0,,,,,,,,,,,,,,52,182.9,88.5,H,M
20361,,,,,,,,,,,,1210.5,,,36,,,H,M
20362,233.0,26.3,302.6,,,636.1,,5618.0,862.0,,129.5,,,,51,,,H,F
20363,303.0,,,,,,,,,,,,,,65,,,H,M
20364,,,,,,,,6728.0,,,,,,,51,177.8,79.8,H,M
20365,233.0,,295.0,3520.4,,550.2,,5519.0,,,166.4,1637.3,,1995.9,40,180.3,88.9,H,M
20366,,,,,,,,,,,,1191.1,,,37,180.3,88.5,H,M
20367,,,230.6,,,528.0,,,,,,,,,21,,,H,F
20368,,,210.8,2351.6,,441.3,5212.4,7670.0,,,,1181.9,,,58,188.0,88.5,H,M
20369,,,,,,,,6705.0,,,,,,,28,175.3,73.5,L,M
20370,,,,,,580.9,,,,,,1419.4,,,49,170.2,54.9,L,M
20371,,,199.1,,,420.0,5559.8,,,,,,,1364.4,52,,,H,M
20372,293.0,,242.6,2726.8,,497.7,,,,,110.8,1336.4,,,71,,,H,M
20373,269.0,,,,,,,,,,,,,,39,,,H,M
20374,,,,,,,,6640.0,,,,,,,56,,,H,M
20375,284.0,,,2732.1,,,,7020.0,1010.0,,,1363.4,,,37,193.0,106.6,H,M
20376,270.0,,,,,,,,,,,,,,18,,,H,M
20377,201.0,,,,,,,,,,,,,,12,,,H,M
20378,,,,,,,,,,,,1447.2,,,47,177.8,83.9,H,M
20379,,,226.7,2716.7,,472.4,6112.8,6720.0,,,,,,1509.7,56,,,H,M
20380,,,,,,,,,,,,1281.6,,,41,,,L,M
20382,254.0,,251.2,,,539.8,,6270.0,,,118.9,,,,66,,,L,F
20383,,,,3051.1,,,,5924.0,,,115.2,1483.4,,1673.3,57,190.5,97.5,H,M
20384,314.0,,,2168.1,25872.8,403.3,4677.0,8214.0,1195.0,9844.9,,1045.5,16253.0,,43,,88.9,H,M
20385,,,210.0,,,434.0,,,,,,1146.0,,,25,182.9,91.6,H,M
20386,,,,2264.7,,412.0,,,,,,1090.6,,,48,,,H,M
20387,,,,,,,,6919.0,,,,,,,58,,,H,M
20388,,,,,,,,5893.0,,,,1375.2,,,49,175.3,78.9,H,M
20389,,,,,,479.2,,7013.0,,,,1291.2,,,47,182.9,70.8,L,M
20390,,,,,,639.5,,,,,,,,,40,,,H,M
20391,,,,,,,,,,,,1346.1,,,49,,,H,M
20392,,,,2278.8,,399.1,,7906.0,,,,1084.3,15705.0,1270.3,44,182.9,69.4,L,M
20393,,,,,,453.4,,7634.0,,,,1159.2,14755.0,,46,177.8,68.0,L,M
20394,299.0,,,,,,,,,,,,,,55,,,H,M
20395,,16.7,,2887.6,,472.4,6991.0,,,,100.6,1228.1,,,46,188.0,107.5,H,M
20396,,,,2386.5,,419.9,,,,,,1118.8,,,48,,,H,M
20397,,,210.8,,,,,,,,,,,,46,,,H,M
20398,306.0,18.9,241.8,,,,,,,,112.5,,,,45,175.3,,L,M
20399,,,,,,,,7784.0,,,,,,,46,193.0,95.3,H,M
20400,,,346.0,,,,,,,,,,,,77,,,H,M
20402,,,,,,442.4,,,,,,,,,48,182.9,78.0,H,M
20403,,,,,,,,,,,,1383.1,,,29,170.2,66.2,H,F
20404,,,,,,,,7467.0,,,,,,,36,182.9,113.4,H,M
20405,,,,,,,5812.2,,,,,,,,33,182.9,75.8,H,M
20406,,,,,,,,6514.0,,,,,,,42,170.2,90.7,H,M
20407,,,,,,427.5,,,,,,,,,34,172.7,72.6,L,M
20408,307.0,,,,,465.9,,6422.0,980.0,,,1268.6,,,37,175.3,89.8,H,M
20409,316.0,,201.7,2179.3,,407.3,4840.9,8342.0,,10649.7,,1074.4,15803.0,1279.8,55,200.7,93.9,H,M
20410,,,,2639.8,,,5896.6,,,,,,,,25,,,L,M
20411,,,,2566.1,,,,,,,,1241.3,,,53,,,H,M
20412,,,,,,,,,,10597.3,,,,,41,,,H,M
20413,324.0,,,,,,,6823.0,,,,1333.3,,,31,170.2,71.7,L,M
20414,227.0,,313.3,,,593.3,,5217.0,831.0,,140.0,1683.8,,2062.1,73,172.7,65.8,L,M
20415,,,,,,,,7662.0,,,,,,,20,177.8,72.6,L,M
20416,315.0,,,,,,,6047.0,1042.0,,,,,,44,,,H,M
20417,,,182.5,,,,,,,11012.8,,,,,33,,,H,M
20418,,,,2817.5,,554.2,,6484.0,,,,1342.9,,,54,,,H,F
20419,,,211.3,2504.8,,445.6,5699.0,,,,,1179.2,,,45,182.9,99.8,H,M
20420,,,,,,488.3,,,,,,,,,35,185.4,87.1,H,M
20421,,,,,,,,6586.0,,,,,,,51,,,H,M
20422,,,249.0,,,,,,,,,,,,49,180.3,95.3,H,M
20423,,,221.1,2453.6,,,5596.3,7023.0,,,,1245.2,14210.0,,39,,,H,M
20424,,,,,,445.0,,7112.0,,,,1186.0,,,38,180.3,73.9,L,M
20425,,,,,,,,7311.0,,,,1188.7,,1465.8,48,,,L,M
20426,,,,,,,,,1060.0,,,,,,32,185.4,86.2,H,M
20427,,,,,,,,,,,112.1,,,,29,170.2,,L,M
20428,,,,2898.9,,516.0,,,,,,,11524.0,,51,185.4,83.5,H,M
20429,368.0,,191.0,,,405.4,,8071.0,,,,,,1307.9,31,190.5,,H,M
20430,,,,,,521.6,,,,,102.0,,,,32,,,H,M
20431,,,,,,,,6167.0,,,,,,,47,180.3,73.9,L,M
20432,303.0,,,,,,,6888.0,1051.0,,,,,,39,177.8,,H,M
20433,,,,,,,5686.5,,,,,,,,29,170.2,74.8,H,F
20434,,,,,,,,7674.0,,,,,,,38,,,H,M
20435,,,,2350.7,,,,,,10666.9,,,,,49,,,H,M
20436,319.0,18.4,208.8,2562.8,,431.9,,6852.0,,,99.9,1206.3,,1587.7,38,182.9,88.0,H,M
20437,,,,,,,,5875.0,,,,,,,67,,,L,M
20438,,16.0,206.9,2387.4,,426.4,,,,,99.7,1090.0,14712.0,1485.7,39,175.3,93.9,H,M
20439,,22.6,,,,,,6513.0,,,,1358.6,,,42,,,H,M
20440,,,,,,,,8154.0,,,,,,,42,,,H,M
20441,,15.7,198.8,,,,,,,,88.0,1291.8,,,33,190.5,88.0,H,M
20442,,,,,,,,6688.0,,,,,,,51,,,H,M
20443,,,,,,,,6240.0,,,,,,,33,,70.3,L,M
20445,,,,,,,5397.4,7134.0,,,,,,,46,,,L,M
20446,,,,2490.6,,,5681.1,7342.0,,,,1315.3,13506.0,1630.3,46,170.2,84.8,H,M
20447,300.0,,,,,,,6535.0,,,,,,,27,167.6,68.5,L,M
20448,,,,,,498.5,,,,,,,,,20,,,H,M
20449,,,,,,,,8074.0,,,,,,,53,,,H,M
20450,,,,2953.0,,,,6712.0,,,,1347.6,,,46,185.4,89.8,H,M
20451,,,,,,,,,,,99.9,,,,54,190.5,88.9,H,M
20452,,,,,,,,5740.0,,,,,,,48,,,H,M
20453,,,,,,387.9,,,,,,,,,18,,,H,M
20454,,,,,,536.0,,,,,,,,,56,,,L,F
20455,,,196.4,2346.1,,462.0,5786.1,,,,87.4,1151.4,,1379.0,35,,,H,M
20456,,,,,,,,7474.0,,,,,,,55,,,H,M
20457,310.0,,225.0,2457.2,,,5377.6,7530.0,,11124.6,,,14309.0,1439.0,49,182.9,81.6,H,M
20458,,,212.4,2535.0,,440.5,,,,,,1177.2,,,30,185.4,81.2,H,M
20459,,,,,,611.0,,,,,,,,,30,,,H,M
20460,342.0,16.3,198.1,2332.4,,409.8,5348.9,7803.0,,,94.8,1119.8,,,41,182.9,86.2,H,M
20461,,,,,,577.0,,,,,121.5,1561.0,,1834.2,56,167.6,70.3,H,F
20462,,,,2696.9,,,,,,,,,,,37,,,H,M
20463,,,,2314.2,,,,,,,,1139.0,,,35,,,H,M
20464,306.0,,229.1,2771.6,,,,7425.0,,,,,14479.0,1645.0,47,185.4,118.4,H,M
20465,,,,,,,,7010.0,,,,,,,38,,,H,M
20466,,,,,,,,,872.0,,,,,,68,182.9,86.2,H,M
20467,,,,2234.3,,418.0,4952.6,,,,,1104.7,,,49,182.9,82.1,H,M
20468,,,,2892.0,,,,,,,,,12484.0,,49,,,L,F
20469,,,,,,,,,,,,1327.9,,,58,175.3,97.1,H,M
20470,,,,,,,,8249.0,,,,,,,61,188.0,93.4,H,M
20471,340.0,,201.6,2368.3,,419.3,5587.9,,,,94.6,1131.7,,1383.8,53,182.9,88.5,H,M
20472,270.0,,,,,,,5904.0,998.0,,,,,,43,180.3,93.0,H,M
20473,,,,,,495.7,,,,,,,,,53,182.9,113.9,H,M
20474,311.0,,,,,,,7395.0,,,,1219.4,,,51,182.9,85.3,H,M
20475,269.0,,,,,,,,,,,,,,56,177.8,83.9,H,M
20476,,,,,,,,5802.0,,,,,,,48,182.9,87.1,H,M
20477,,,,,,,,,,,,,,1631.0,56,180.3,69.9,L,M
20478,,,,,,,,8113.0,,,,,,,54,,,H,M
20479,374.0,,,,,,,,,,,,,,19,190.5,81.6,H,M
20480,,18.4,,,,,,,,,,,,,55,180.3,90.7,H,M
20481,,,,,,,,8100.0,,,,,,,29,,,H,M
20482,235.0,,,3161.4,,581.2,,6038.0,901.0,,,1433.5,12079.0,,62,190.5,95.3,H,M
20483,,,,,,492.1,,6786.0,,,108.9,1315.5,,,14,170.2,59.9,L,M
20484,,,200.2,,,,,,,,,,,,40,182.9,73.9,H,M
